"filename", "language", "TypeScript", "JavaScript", "comment", "blank", "total"
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\custom-worker\IpManagementWorker.ts", "TypeScript", -4, 0, -3, -2, -9
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\BranchUpdater.ts", "TypeScript", -32, 0, -24, -12, -68
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\CParentPort.ts", "TypeScript", -25, 0, 25, 0, 0
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\CWorker.ts", "TypeScript", -31, 0, 31, 0, 0
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\ContinuesUpdate.ts", "TypeScript", -106, 0, -63, -27, -196
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\IpManager.ts", "TypeScript", -121, 0, -106, -38, -265
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\ManageWorkers.ts", "TypeScript", 0, 0, -357, -36, -393
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\Worker.ts", "TypeScript", 0, 0, -151, -18, -169
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\branch-record-object\Branch.ts", "TypeScript", 0, 0, -97, -10, -107
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\messages\HandleThreadMessages.ts", "TypeScript", -29, 0, 0, -7, -36
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\requests-as-nodes\DatesNode.ts", "TypeScript", 0, 0, -88, -7, -95
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\requests-as-nodes\INode.ts", "TypeScript", 0, 0, -8, -3, -11
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\requests-as-nodes\ServicesNode.ts", "TypeScript", 0, 0, -95, -7, -102
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\requests-as-nodes\TimesNode.ts", "TypeScript", 0, 0, -56, -5, -61
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\scrape-multithreaded\requests-as-nodes\UserNode.ts", "TypeScript", 0, 0, -73, -8, -81
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\atomic-counter\BaseCounter.ts", "TypeScript", 15, 0, 0, 3, 18
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\implement-counter\TestImplementations.ts", "TypeScript", 66, 0, 13, 16, 95
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\proxy-collection\testProxyObjects.ts", "TypeScript", 2, 0, 0, 0, 2
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\suites\IsraelPostsAPIs.ts", "TypeScript", 1, 0, 0, 0, 1
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\suites\RequestNodes.ts", "TypeScript", 1, 0, 0, 0, 1
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\threads\conversing_d0.ts", "TypeScript", 44, 0, 13, 11, 68
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\threads\conversing_d1.ts", "TypeScript", 63, 0, 17, 16, 96
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\threads\conversing_d2.ts", "TypeScript", 22, 0, 3, 7, 32
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\threads\e2e.ts", "TypeScript", 6, 0, 0, 2, 8
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\transferable\NodeDepth1.ts", "TypeScript", 5, 0, -3, 1, 3
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\transferable\NodeDepth2.ts", "TypeScript", -6, 0, 1, 0, -5
"c:\Users\AlexanderB\Desktop\My Content\Projects\IsraelRePost\IsraelRePost\src\typescript\test\transferable\Root.ts", "TypeScript", 1, 0, 0, 0, 1
"Total", "-", 245, 22, -774, -16, -523
